category,url,title,price,discount,description,age_rating,genres,developer,release_date,review_score
strategy,https://store.steampowered.com/app/107410/Arma_3/?snr=1_7_7_240_150_1,Arma 3,2190 руб.,0%,"Испытайте вкус боевых действий в массовой военной игре. C более чем 20 видами техники и 40 видами оружия, различными режимами игры и безграничными возможностями создания контента, вы получаете наилучший реализм и разнообразие в Arma 3.",Не указано,"Военные действия, Экшен, Для нескольких игроков, , ",Bohemia Interactive,12 сен. 2013 г.,88% положительных
rpg,https://store.steampowered.com/app/570/Dota_2/?snr=1_7_7_240_150_1,Dota 2,Бесплатно,0%,"Ежедневно миллионы игроков по всему миру сражаются от лица одного из более сотни героев Dota 2, и даже после тысячи часов в ней есть чему научиться. Благодаря регулярным обновлениям игра живёт своей жизнью: геймплей, возможности и герои постоянно преображаются.",Не указано,"Бесплатная игра, MOBA, Для нескольких игроков, , ",Valve,9 июл. 2013 г.,72% положительных
rpg,https://store.steampowered.com/app/1903340/Clair_Obscur_Expedition_33/?snr=1_7_7_240_150_1,Clair Obscur: Expedition 33,3499 руб.,-20%,"Возглавьте Экспедицию 33 и уничтожьте Художницу, чтобы она никогда больше не смогла нарисовать смерть. Исследуйте мир чудес, созданный на основе Прекрасной эпохи Франции, и побеждайте уникальных врагов в пошаговой ролевой игре с механикой реального времени.",Не указано,"Пошаговые сражения, Глубокий сюжет, Фэнтези, , ",Sandfall Interactive,24 апр. 2025 г.,94% положительных
rpg,https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_240_150_1,Baldur's Gate 3,1999 руб.,0%,"Соберите отряд и вернитесь в Забытые Королевства. Вас ждет история о дружбе и предательстве, выживании и самопожертвовании, о сладком зове абсолютной власти.",Не указано,"Ролевая игра, Кастомизация персонажа, , Глубокий сюжет, ",Larian Studios,3 авг. 2023 г.,95% положительных
rpg,https://store.steampowered.com/app/1669000/Age_of_Wonders_4/?snr=1_7_7_240_150_1,Age of Wonders 4,2769 руб.,0%,Правьте волшебным королевством в Age of Wonders 4! Вас ждёт фирменное сочетание 4X-стратегии с пошаговыми тактическими сражениями.,Не указано,"Стратегия, Ролевая игра, 4X, Кастомизация персонажа, ",Triumph Studios,2 мая. 2023 г.,79% положительных
rpg,https://store.steampowered.com/app/1158310/Crusader_Kings_III/?snr=1_7_7_240_150_1,Crusader Kings III,2769 руб.,0%,"Любовь, война, интриги и величие. Определите наследие своего знатного рода в безграничной глобальной стратегии Crusader Kings III. Смерть — это только начало вашего пути по истории выбранной династии в этой полной неожиданностей и славы симуляции Средних веков.",Не указано,"Стратегия, Средневековье, Глобальная стратегия, , ",Paradox Development Studio,1 сен. 2020 г.,80% положительных
rpg,https://store.steampowered.com/app/3167020/Escape_from_Duckov/?snr=1_7_7_240_150_1,Escape from Duckov 逃离鸭科夫,689 руб.,0%,"Побег из Дакова — это PVE шутер с элементами сбора ресурсов - в мире уток! Собирай ресурсы, строй своё убежище и улучшай снаряжение в мире Дакова. Начни с нуля и добейся вершины. Перехитри враждебных уток, выживи или хотя бы выберись живым.",Не указано,"Приключение, Экшен, Шутер с эвакуацией, , Лутер-шутер",Team Soda,16 окт. 2025 г.,95% положительных
rpg,https://store.steampowered.com/app/2139460/Once_Human/?snr=1_7_7_240_150_1,Once Human,Бесплатно,0%,"Once Human — многопользовательская игра на выживание с открытым миром, действие которой происходит в странном постапокалиптическом будущем. Объединяйтесь с друзьями и сражайтесь с чудовищными врагами, открывайте тайные заговоры и застраивайте свою личную территорию.",Не указано,"Бесплатная игра, Выживание, , Для нескольких игроков, ",Starry Studio,9 июл. 2024 г.,91% положительных
rpg,https://store.steampowered.com/app/2694490/Path_of_Exile_2/?snr=1_7_7_240_150_1,Path of Exile 2,1398 руб.,0%,"Path of Exile 2 – это бесплатная Action RPG следующего поколения от Grinding Gear Games, с совместным режимом до шести игроков. Спустя годы после событий оригинальной Path of Exile, вы возвратитесь в мрачный мир Рэкласта и будете искать способ положить конец разрастающейся порче.",Не указано,"Ролевой экшен, Слэшер, Ролевая игра, MMORPG, ",Grinding Gear Games,6 дек. 2024 г.,79% положительных
rpg,https://store.steampowered.com/app/238960/Path_of_Exile/?snr=1_7_7_240_150_1,Path of Exile,Бесплатные,0%,"Вы - изгнанник, который пытается выжить в мрачном мире Рэкласта. Сражаясь за свою жизнь, вы накопите силу, которая поможет вам отомстить тем, кто обрёк вас на эту участь. Path of Exile - это онлайн Action RPG в тёмном фэнтэзийном мире. Игра полностью бесплатна и не имеет Pay-to-Win элементов.",Не указано,"Бесплатная игра, Тёмное фэнтези, Ролевой экшен, , Лут",Grinding Gear Games,23 окт. 2013 г.,86% положительных
rpg,https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_240_150_1,Wartales,480 руб.,-63%,"Wartales — ролевая игра с открытым миром, в которой вам предстоит вести отряд наемников к богатству в огромной средневековой вселенной. Исследуйте мир, нанимайте спутников, получайте награды и раскрывайте тайны гробниц древних!",Не указано,"Ролевая игра, Открытый мир, Пошаговая стратегия, , ",Shiro Games,12 апр. 2023 г.,78% положительных
rpg,https://store.steampowered.com/app/1203620/Enshrouded/?snr=1_7_7_240_150_1,Enshrouded,319 руб.,-20%,"Вы пламярожденный герой – последний уголек надежды для гибнущей расы. Пробудитесь от сна, одолейте ужасы тлетворного тумана и верните родине былую красоту. В этом ролевом экшене вам и другим игрокам (максимум 16) предстоит сообща исследовать мир, сражаться с суровыми боссами и строить огромные залы.",Не указано,"Открытый мир, Выживание, Строительство базы, , ",Keen Games GmbH,24 янв. 2024 г.,82% положительных
rpg,https://store.steampowered.com/app/2399830/ARK_Survival_Ascended/?snr=1_7_7_240_150_1,ARK: Survival Ascended,2110 руб.,-50%,"Арк переосмысливается с основания в этой технологии видеоигр с помощью Unreal Engine 5! Сформируйте племя, приручите и породу сотни уникальных динозавров и первобытных существ, исследуйте, создайте, строите, строите и пробитесь на вершину пищевой цепи. Ваш новый мир ждет!",Не указано,"Ранний доступ, Выживание, Открытый мир, , Динозавры",Studio Wildcard,26 окт. 2023 г.,65% положительных
rpg,https://store.steampowered.com/app/1245620/ELDEN_RING/?snr=1_7_7_240_150_1,ELDEN RING,3599 руб.,0%,"НОВЫЙ ФЭНТЕЗИЙНЫЙ РОЛЕВОЙ БОЕВИК. Восстань, погасшая душа! Междуземье ждёт своего повелителя. Пусть благодать приведёт тебя к Кольцу Элден.",Не указано,"Похожа на Dark Souls, Открытый мир, Тёмное фэнтези, , ","FromSoftware, Inc.",25 фев. 2022 г.,93% положительных
rpg,https://store.steampowered.com/app/2074920/The_First_Descendant/?snr=1_7_7_240_150_1,The First Descendant,Бесплатно,0%,The First Descendant is a third-person looter shooter powered by Unreal Engine 5. Become a Descendant. Fight for the survival of humanity. Descendants have unique abilities to tackle both solo and co-op missions. Up to 4 players use varied mechanics to defeat giant bosses. BE THE FIRST DESCENDANT!,Не указано,"Бесплатная игра, Сексуальный контент, Лутер-шутер, , ","NEXON Games Co., Ltd.",30 июн. 2024 г.,61% положительных
rpg,https://store.steampowered.com/app/1145350/Hades_II/?snr=1_7_7_240_150_1,Hades II,1100 руб.,0%,"Обуздайте тёмную магию и выйдите за пределы подземного мира, чтобы бросить вызов титану времени, в этом захватывающем продолжении титулованной игры в жанре rogue-like.",Не указано,"Экшен, Рогалик, Упрощённый рогалик, Слэшер, ",Supergiant Games,25 сен. 2025 г.,95% положительных
rpg,https://store.steampowered.com/app/582660/Black_Desert/?snr=1_7_7_240_150_1,Black Desert,350 руб.,0%,"Played by over 20 million Adventurers - Black Desert Online is an open-world, action MMORPG. Experience intense, action-packed combat, battle massive world bosses, fight alongside friends to siege and conquer castles, and train in professions such as fishing, trading, crafting, cooking, and more!",Не указано,"Песочница, Ролевой экшен, Исследования, MMORPG, ",Pearl Abyss,26 июл. 2019 г.,70% положительных
rpg,https://store.steampowered.com/app/2358720/Black_Myth_Wukong/?snr=1_7_7_240_150_1,Black Myth: Wukong,3599 руб.,0%,"Black Myth: Wukong — ролевой боевик по мотивам китайской мифологии. Став Избранным, вы отправитесь в приключение, полное испытаний и чудес, в котором вам предстоит приподнять завесу тайны над великой легендой.",Не указано,"Мифология, Ролевой экшен, Экшен, , Ролевая игра",Game Science,20 авг. 2024 г.,93% положительных
rpg,https://store.steampowered.com/app/1974050/Torchlight_Infinite/?snr=1_7_7_240_150_1,Torchlight: Infinite,Бесплатно,0%,Torchlight: Infinite© является преемником отмеченной наградами ARPG-франшизы Torchlight.,Не указано,"Ролевая игра, Слэшер, Лут, Ролевой экшен, Экшен",XD,10 мая. 2023 г.,67% положительных
rpg,https://store.steampowered.com/app/766570/Russian_Fishing_4/?snr=1_7_7_240_150_1,Russian Fishing 4,Бесплатно,0%,"Russian Fishing 4 - это рыболовный симулятор с элементами RPG, игровой процесс которого основан на концепции открытого мира и полной свободе действий игрока.",Не указано,"Рыбалка, Для нескольких игроков, Бесплатная игра, , ",FishSoft LLC,11 ноя. 2021 г.,84% положительных
rpg,https://store.steampowered.com/app/413150/Stardew_Valley/?snr=1_7_7_240_150_1,Stardew Valley,299 руб.,0%,Вам досталась старая дедушкина ферма в долине Стардью. С горстью монет в кармане и старыми инструментами в руках вы начинаете новую жизнь. Сможете ли вы превратить пустырь в цветущий сад?,Не указано,"Симулятор фермы, Пиксельная графика, , Симулятор жизни, ",ConcernedApe,26 фев. 2016 г.,98% положительных
rpg,https://store.steampowered.com/app/105600/Terraria/?snr=1_7_7_240_150_1,Terraria,385 руб.,0%,"Копайте, сражайтесь, исследуйте, стройте! Нет ничего невозможного в этой насыщенной событиями приключенческой игре. Также доступен комплект для четверых!",Не указано,"Симулятор выживания и крафтинга в открытом мире, Песочница, , 2D, ",Re-Logic,16 мая. 2011 г.,96% положительных
rpg,https://store.steampowered.com/app/1818450/STALCRAFT_X/?snr=1_7_7_240_150_1,STALCRAFT: X,Бесплатно,0%,STALCRAFT: X — самая масштабная онлайн-игра в открытом мире Чернобыльской Зоны Отчуждения. Исследуйте наполненный мутантами и аномалиями мир в одиночку или с друзьями — незабываемые эмоции гарантированы.,Не указано,"Бесплатная игра, MMORPG, Для нескольких игроков, , ",EXBO,9 дек. 2022 г.,65% положительных
rpg,https://store.steampowered.com/app/1623730/Palworld/?snr=1_7_7_240_150_1,Palworld,1100 руб.,0%,"Собирайте удивительных существ — Палов — на просторах огромного мира, отправляйте их сражаться и трудиться на фабриках, стройте с их помощью здания и выращивайте плантации в этом абсолютно новом симуляторе выживания в открытом мире, поддерживающем совместный режим.",Не указано,"Открытый мир, Выживание, Коллекционирование существ, , ",Pocketpair,19 янв. 2024 г.,94% положительных
rpg,https://store.steampowered.com/app/108600/Project_Zomboid/?snr=1_7_7_240_150_1,Project Zomboid,710 руб.,0%,"Project Zomboid is the ultimate in zombie survival. Alone or in MP: you loot, build, craft, fight, farm and fish in a struggle to survive. A hardcore RPG skillset, a vast map, massively customisable sandbox and a cute tutorial raccoon await the unwary. So how will you die? All it takes is a bite..",Не указано,"Выживание, Зомби, Открытый мир, , ",The Indie Stone,8 ноя. 2013 г.,92% положительных
rpg,https://store.steampowered.com/app/761890/Albion_Online/?snr=1_7_7_240_150_1,Albion Online,Бесплатные,0%,"Albion Online - это MMORPG-песочница в фэнтезийном сеттинге, где присутствует управляемая игроками экономика, боевая система без привязки к классам и постоянные PvP-сражения.",Не указано,"MMORPG, Бесплатная игра, Открытый мир, ММО, ",Sandbox Interactive GmbH,17 июл. 2017 г.,72% положительных
adventure,https://store.steampowered.com/app/2592160/Dispatch/?snr=1_7_7_240_150_1,Dispatch,1100 руб.,0%,"""Dispatch"" — это комедия о рабочем месте супергероев, в которой ваш выбор имеет значение. Управляйте командой проблемных героев и решайте, кого отправить на экстренные вызовы по всему городу, одновременно балансируя офисную политику, личные отношения и собственный путь к становлению героем.",Не указано,"Решения с последствиями, Глубокий сюжет, Нагота, , ",AdHoc Studio,22 окт. 2025 г.,96% положительных
adventure,https://store.steampowered.com/app/3527290/PEAK/?snr=1_7_7_240_150_1,PEAK,222 руб.,-38%,"PEAK — это совместная игра о восхождении, где малейшая ошибка может привести к гибели. Играйте в одиночку или вместе с группой отчаянных бойскаутов. Сбегите с таинственного острова, для чего вам потребуется забраться на гору в его центре. Хватит ли вам сил, чтобы достичь ПИКА?",Не указано,"Для нескольких игроков, Сетевой кооператив, Кооператив, , ",Team PEAK,16 июн. 2025 г.,91% положительных
adventure,https://store.steampowered.com/app/252490/Rust/?snr=1_7_7_240_150_1,Rust,1399 руб.,0%,"Единственная цель в Rust — выживание. Дикая природа острова, его обитатели, окружение, другие выжившие — всё вокруг хочет твоей смерти. Делай всё, что в твоих силах, чтобы пережить ещё одну ночь.",Не указано,"Выживание, Крафтинг, Для нескольких игроков, , ",Facepunch Studios,8 фев. 2018 г.,84% положительных
adventure,https://store.steampowered.com/app/1903340/Clair_Obscur_Expedition_33/?snr=1_7_7_240_150_1,Clair Obscur: Expedition 33,3499 руб.,-20%,"Возглавьте Экспедицию 33 и уничтожьте Художницу, чтобы она никогда больше не смогла нарисовать смерть. Исследуйте мир чудес, созданный на основе Прекрасной эпохи Франции, и побеждайте уникальных врагов в пошаговой ролевой игре с механикой реального времени.",Не указано,"Пошаговые сражения, Глубокий сюжет, Фэнтези, , ",Sandfall Interactive,24 апр. 2025 г.,94% положительных
adventure,https://store.steampowered.com/app/1086940/Baldurs_Gate_3/?snr=1_7_7_240_150_1,Baldur's Gate 3,1999 руб.,0%,"Соберите отряд и вернитесь в Забытые Королевства. Вас ждет история о дружбе и предательстве, выживании и самопожертвовании, о сладком зове абсолютной власти.",Не указано,"Ролевая игра, Кастомизация персонажа, , Глубокий сюжет, ",Larian Studios,3 авг. 2023 г.,95% положительных
adventure,https://store.steampowered.com/app/3167020/Escape_from_Duckov/?snr=1_7_7_240_150_1,Escape from Duckov 逃离鸭科夫,689 руб.,0%,"Побег из Дакова — это PVE шутер с элементами сбора ресурсов - в мире уток! Собирай ресурсы, строй своё убежище и улучшай снаряжение в мире Дакова. Начни с нуля и добейся вершины. Перехитри враждебных уток, выживи или хотя бы выберись живым.",Не указано,"Приключение, Экшен, Шутер с эвакуацией, , Лутер-шутер",Team Soda,16 окт. 2025 г.,95% положительных
adventure,https://store.steampowered.com/app/2139460/Once_Human/?snr=1_7_7_240_150_1,Once Human,Бесплатно,0%,"Once Human — многопользовательская игра на выживание с открытым миром, действие которой происходит в странном постапокалиптическом будущем. Объединяйтесь с друзьями и сражайтесь с чудовищными врагами, открывайте тайные заговоры и застраивайте свою личную территорию.",Не указано,"Бесплатная игра, Выживание, , Для нескольких игроков, ",Starry Studio,9 июл. 2024 г.,91% положительных
adventure,https://store.steampowered.com/app/227300/Euro_Truck_Simulator_2/?snr=1_7_7_240_150_1,Euro Truck Simulator 2,1249 руб.,0%,"Станьте королем европейских дорог — водителем грузовика, который доставляет важные грузы на немалые расстояния! Вас ждут десятки городов Великобритании, Бельгии, Германии, Италии, Нидерландов, Польши и не только. Испытайте свои умения, выносливость и скорость.",Не указано,"Вождение, Транспорт, Симулятор, Открытый мир, ",SCS Software,18 окт. 2012 г.,96% положительных
adventure,https://store.steampowered.com/app/2827200/MIMESIS/?snr=1_7_7_240_150_1,MIMESIS,385 руб.,0%,"Кооперативный хоррор на выживание. Когда идёт проклятый дождь, появляются «Мимесис (Mimesis)», идеально копирующие ваших товарищей, создавая напряжение, какого вы ещё не испытывали.",Не указано,"Ранний доступ, Сетевой кооператив, Хоррор, Смешная, ","ReLU Games, Inc.",27 окт. 2025 г.,77% положительных
adventure,https://store.steampowered.com/app/2694490/Path_of_Exile_2/?snr=1_7_7_240_150_1,Path of Exile 2,1398 руб.,0%,"Path of Exile 2 – это бесплатная Action RPG следующего поколения от Grinding Gear Games, с совместным режимом до шести игроков. Спустя годы после событий оригинальной Path of Exile, вы возвратитесь в мрачный мир Рэкласта и будете искать способ положить конец разрастающейся порче.",Не указано,"Ролевой экшен, Слэшер, Ролевая игра, MMORPG, ",Grinding Gear Games,6 дек. 2024 г.,79% положительных
adventure,https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_240_150_1,Wartales,480 руб.,-63%,"Wartales — ролевая игра с открытым миром, в которой вам предстоит вести отряд наемников к богатству в огромной средневековой вселенной. Исследуйте мир, нанимайте спутников, получайте награды и раскрывайте тайны гробниц древних!",Не указано,"Ролевая игра, Открытый мир, Пошаговая стратегия, , ",Shiro Games,12 апр. 2023 г.,78% положительных
adventure,https://store.steampowered.com/app/238960/Path_of_Exile/?snr=1_7_7_240_150_1,Path of Exile,Бесплатные,0%,"Вы - изгнанник, который пытается выжить в мрачном мире Рэкласта. Сражаясь за свою жизнь, вы накопите силу, которая поможет вам отомстить тем, кто обрёк вас на эту участь. Path of Exile - это онлайн Action RPG в тёмном фэнтэзийном мире. Игра полностью бесплатна и не имеет Pay-to-Win элементов.",Не указано,"Бесплатная игра, Тёмное фэнтези, Ролевой экшен, , Лут",Grinding Gear Games,23 окт. 2013 г.,86% положительных
adventure,https://store.steampowered.com/app/1030300/Hollow_Knight_Silksong/?snr=1_7_7_240_150_1,Hollow Knight: Silksong,710 руб.,0%,"Исследуйте огромное проклятое царство в Hollow Knight: Silksong! Открывайте его тайны, сражайтесь и боритесь за свою жизнь, поднимаясь к вершинам земель, где правят шёлк и песня.",Не указано,"Метроидвания, Сложная, Инди, Похожа на Dark Souls, ",Team Cherry,4 сен. 2025 г.,91% положительных
adventure,https://store.steampowered.com/app/2399830/ARK_Survival_Ascended/?snr=1_7_7_240_150_1,ARK: Survival Ascended,2110 руб.,-50%,"Арк переосмысливается с основания в этой технологии видеоигр с помощью Unreal Engine 5! Сформируйте племя, приручите и породу сотни уникальных динозавров и первобытных существ, исследуйте, создайте, строите, строите и пробитесь на вершину пищевой цепи. Ваш новый мир ждет!",Не указано,"Ранний доступ, Выживание, Открытый мир, , Динозавры",Studio Wildcard,26 окт. 2023 г.,65% положительных
adventure,https://store.steampowered.com/app/1203620/Enshrouded/?snr=1_7_7_240_150_1,Enshrouded,319 руб.,-20%,"Вы пламярожденный герой – последний уголек надежды для гибнущей расы. Пробудитесь от сна, одолейте ужасы тлетворного тумана и верните родине былую красоту. В этом ролевом экшене вам и другим игрокам (максимум 16) предстоит сообща исследовать мир, сражаться с суровыми боссами и строить огромные залы.",Не указано,"Открытый мир, Выживание, Строительство базы, , ",Keen Games GmbH,24 янв. 2024 г.,82% положительных
adventure,https://store.steampowered.com/app/284160/BeamNGdrive/?snr=1_7_7_240_150_1,BeamNG.drive,880 руб.,0%,"Основанный на физике мягких объектов автомобильный симулятор, способный практически на всё.",Не указано,"Симулятор, Вождение, Физика, Реализм, Разрушения",BeamNG,29 мая. 2015 г.,96% положительных
adventure,https://store.steampowered.com/app/2183900/Warhammer_40000_Space_Marine_2/?snr=1_7_7_240_150_1,"Warhammer 40,000: Space Marine 2",3199 руб.,0%,"Обретите сверхчеловеческую мощь космодесантника. Пустите в ход смертоносные навыки и разрушительное оружие, чтобы истребить безжалостных тиранидов. Защитите Империум в ярких одиночных боях или многопользовательских режимах с видом от третьего лица.",Не указано,"Warhammer 40K, Экшен, Кооператив, , ",Saber Interactive,9 сен. 2024 г.,83% положительных
adventure,https://store.steampowered.com/app/2074920/The_First_Descendant/?snr=1_7_7_240_150_1,The First Descendant,Бесплатно,0%,The First Descendant is a third-person looter shooter powered by Unreal Engine 5. Become a Descendant. Fight for the survival of humanity. Descendants have unique abilities to tackle both solo and co-op missions. Up to 4 players use varied mechanics to defeat giant bosses. BE THE FIRST DESCENDANT!,Не указано,"Бесплатная игра, Сексуальный контент, Лутер-шутер, , ","NEXON Games Co., Ltd.",30 июн. 2024 г.,61% положительных
adventure,https://store.steampowered.com/app/1326470/Sons_Of_The_Forest/?snr=1_7_7_240_150_1,Sons Of The Forest,1100 руб.,0%,"Sent to find a missing billionaire on a remote island, you find yourself in a cannibal-infested hellscape. Craft, build, and struggle to survive, alone or with friends, in this terrifying new open-world survival horror simulator.",Не указано,"Выживание, Открытый мир, Для нескольких игроков, , ",Endnight Games Ltd,22 фев. 2024 г.,90% положительных
adventure,https://store.steampowered.com/app/1159690/Voidtrain/?snr=1_7_7_240_150_1,Voidtrain,424 руб.,-35%,"Станьте членом экипажа Межпространственного Экспресса! Откройте для себя мир, полный загадочных существ и локаций. Улучшайте и кастомизируйте свой поезд, собирайте новые материалы и создавайте новое оружие. Играйте в одиночку или онлайн до 4 человек.",Не указано,"Симулятор выживания и крафтинга в открытом мире, Кооператив, , , ",HypeTrain Digital,7 ноя. 2025 г.,71% положительных
adventure,https://store.steampowered.com/app/1203220/NARAKA_BLADEPOINT/?snr=1_7_7_240_150_1,NARAKA: BLADEPOINT,Бесплатно,0%,"NARAKA: BLADEPOINT — это «королевская битва» для 60 человек, вдохновленная мифами и легендами Дальнего Востока. Игра сочетает в себе различные виды боевых искусств, обширный арсенал оружия ближнего и дальнего боя, а также множество персонажей с невероятными способностями.",Не указано,"Королевская битва, Для нескольких игроков, , Для взрослых, ",24 Entertainment,12 авг. 2021 г.,62% положительных
adventure,https://store.steampowered.com/app/648800/Raft/?snr=1_7_7_240_150_1,Raft,419 руб.,0%,"Raft™ throws you and your friends into an epic oceanic adventure! Alone or together, players battle to survive a perilous voyage across a vast sea! Gather debris, scavenge reefs and build your own floating home, but be wary of the man-eating sharks!",Не указано,"Выживание, Для нескольких игроков, , Кооператив, ",Redbeet Interactive,20 июн. 2022 г.,89% положительных
adventure,https://store.steampowered.com/app/766570/Russian_Fishing_4/?snr=1_7_7_240_150_1,Russian Fishing 4,Бесплатно,0%,"Russian Fishing 4 - это рыболовный симулятор с элементами RPG, игровой процесс которого основан на концепции открытого мира и полной свободе действий игрока.",Не указано,"Рыбалка, Для нескольких игроков, Бесплатная игра, , ",FishSoft LLC,11 ноя. 2021 г.,84% положительных
adventure,https://store.steampowered.com/app/105600/Terraria/?snr=1_7_7_240_150_1,Terraria,385 руб.,0%,"Копайте, сражайтесь, исследуйте, стройте! Нет ничего невозможного в этой насыщенной событиями приключенческой игре. Также доступен комплект для четверых!",Не указано,"Симулятор выживания и крафтинга в открытом мире, Песочница, , 2D, ",Re-Logic,16 мая. 2011 г.,96% положительных
adventure,https://store.steampowered.com/app/2358720/Black_Myth_Wukong/?snr=1_7_7_240_150_1,Black Myth: Wukong,3599 руб.,0%,"Black Myth: Wukong — ролевой боевик по мотивам китайской мифологии. Став Избранным, вы отправитесь в приключение, полное испытаний и чудес, в котором вам предстоит приподнять завесу тайны над великой легендой.",Не указано,"Мифология, Ролевой экшен, Экшен, , Ролевая игра",Game Science,20 авг. 2024 г.,93% положительных
